title,address,distance,link,beds,baths,price,sqft,availability,lease_terms,amenities,per bedroom pricing,call for rent,price_avg,dishwasher,washer/dryer in unit,has balcony,gym,internet,pool,near bus stop,furnished,parking,laundry available,pet friendly,individual lease,disability access
5th Street Place,"411 Afton Pond Ct, Charlottesville, VA 22902",1.9,https://offgroundshousing.student.virginia.edu/housing/property/5th-street-place/jtzh5l4,2.0,2.0,"Total Monthly Price
$2,021 - $2,064","1,083",Available Now,"12 month lease, 3 Month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease, Short-Term lease","Air Conditioning, Dishwasher, Microwave, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Playground, Playground On-Site, Pool, Property Manager On-Site, Washer/Dryer in Unit, Al fresco dining area, Charcoal grilling statiosn w/park style picnic are, Covered outdoor lounge w/fireplace, Easy online maintenance requests, Easy online rent payment, firepit, Grilling station, Resort-style pool w/expansive sundeck, Yoga/flex studio w/fitness on demand",0,0,2042.5,1,1,0,1,0,1,0,0,0,0,0,0,0
5th Street Place,"411 Afton Pond Ct, Charlottesville, VA 22902",1.9,https://offgroundshousing.student.virginia.edu/housing/property/5th-street-place/jtzh5l4,2.0,2.0,"Total Monthly Price
$2,192","1,210",Available Now,"12 month lease, 3 Month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease, Short-Term lease","Air Conditioning, Dishwasher, Microwave, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Playground, Playground On-Site, Pool, Property Manager On-Site, Washer/Dryer in Unit, Al fresco dining area, Charcoal grilling statiosn w/park style picnic are, Covered outdoor lounge w/fireplace, Easy online maintenance requests, Easy online rent payment, firepit, Grilling station, Resort-style pool w/expansive sundeck, Yoga/flex studio w/fitness on demand",0,0,2192.0,1,1,0,1,0,1,0,0,0,0,0,0,0
"Females only. One Price for Everything Furnished, Utilities, Gym/Pool. Walk to Hospital, UVA, CVille","765 Walker Square, Charlottesville, VA 22903",1.1,https://offgroundshousing.student.virginia.edu/housing/property/females-only-one-price-for-everything-furnished-utilities-gym-pool-walk-to-hospital-uva-cville/ocp51phcrq,2.0,2.0,"Total Monthly Price
$1,600 / Bedroom
12 Month Lease","1,152",Available Now,12 month lease,"Air Conditioning, Dishwasher, Furnished, Hardwood Floors, High-Speed Internet Available, Smoke-Free, Fitness Room, Near Bus Stop, Pool, Washer/Dryer in Unit",1,0,1600.0,1,1,0,1,1,1,1,1,0,0,0,0,0
Lakeside Apartments,"200 Lake Club Ct, Charlottesville, VA 22902",5.1,https://offgroundshousing.student.virginia.edu/housing/property/lakeside-apartments/8p7rnn1,1.0,1.0,"Total Monthly Price
$1,885 - $1,915
12 Month Lease",754,Available Now,12 month lease,"Air Conditioning, Ceiling Fans, Disability Accessible, Dishwasher, Extra Storage, Fireplace, Garbage Disposal, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Storage Space Included, Wheelchair Accessible, BBQ/BBQ Area, Business Center, Clubhouse, Community Lounge, Fitness Room, Full-time Maintenance Staff, Hot Tub, Outdoor Rec Space, Playground, Playground On-Site, Pool, Tennis Court, Volleyball Courts, Walking/Jogging Trails, Washer/Dryer in Unit, 24-hour maintenance, Availability 24 Hours, Barbecue, BBQ/Picnic Area, Bike Racks, Billiards Parlor, Free Weights, Granite Counters, Level 1 Patio, LIMITED TIME SPECIAL!, LVP Flooring, Mountain, Multi-purpose court, Off Street Parking, On-Site Maintenance",0,0,1900.0,1,1,1,1,1,1,0,0,1,0,0,0,0
Lakeside Apartments,"200 Lake Club Ct, Charlottesville, VA 22902",5.1,https://offgroundshousing.student.virginia.edu/housing/property/lakeside-apartments/8p7rnn1,1.0,1.0,"Total Monthly Price
$2,035
12 Month Lease",754,4/4/26,12 month lease,"Air Conditioning, Ceiling Fans, Disability Accessible, Dishwasher, Extra Storage, Fireplace, Garbage Disposal, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Storage Space Included, Wheelchair Accessible, BBQ/BBQ Area, Business Center, Clubhouse, Community Lounge, Fitness Room, Full-time Maintenance Staff, Hot Tub, Outdoor Rec Space, Playground, Playground On-Site, Pool, Tennis Court, Volleyball Courts, Walking/Jogging Trails, Washer/Dryer in Unit, 24-hour maintenance, Availability 24 Hours, Barbecue, BBQ/Picnic Area, Bike Racks, Billiards Parlor, Free Weights, Granite Counters, Level 1 Patio, LIMITED TIME SPECIAL!, LVP Flooring, Mountain, Multi-purpose court, Off Street Parking, On-Site Maintenance",0,0,2035.0,1,1,1,1,1,1,0,0,1,0,0,0,0
Lakeside Apartments,"200 Lake Club Ct, Charlottesville, VA 22902",5.1,https://offgroundshousing.student.virginia.edu/housing/property/lakeside-apartments/8p7rnn1,2.0,2.0,"Total Monthly Price
$2,070 - $2,335
12 Month Lease","1,040",Available Now,12 month lease,"Air Conditioning, Ceiling Fans, Disability Accessible, Dishwasher, Extra Storage, Fireplace, Garbage Disposal, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Storage Space Included, Wheelchair Accessible, BBQ/BBQ Area, Business Center, Clubhouse, Community Lounge, Fitness Room, Full-time Maintenance Staff, Hot Tub, Outdoor Rec Space, Playground, Playground On-Site, Pool, Tennis Court, Volleyball Courts, Walking/Jogging Trails, Washer/Dryer in Unit, 24-hour maintenance, Availability 24 Hours, Barbecue, BBQ/Picnic Area, Bike Racks, Billiards Parlor, Free Weights, Granite Counters, Level 1 Patio, LIMITED TIME SPECIAL!, LVP Flooring, Mountain, Multi-purpose court, Off Street Parking, On-Site Maintenance",0,0,2202.5,1,1,1,1,1,1,0,0,1,0,0,0,0
Lakeside Apartments,"200 Lake Club Ct, Charlottesville, VA 22902",5.1,https://offgroundshousing.student.virginia.edu/housing/property/lakeside-apartments/8p7rnn1,2.0,2.0,"Total Monthly Price
$1,950 - $2,300
12 Month Lease","1,040",Available Now,12 month lease,"Air Conditioning, Ceiling Fans, Disability Accessible, Dishwasher, Extra Storage, Fireplace, Garbage Disposal, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Storage Space Included, Wheelchair Accessible, BBQ/BBQ Area, Business Center, Clubhouse, Community Lounge, Fitness Room, Full-time Maintenance Staff, Hot Tub, Outdoor Rec Space, Playground, Playground On-Site, Pool, Tennis Court, Volleyball Courts, Walking/Jogging Trails, Washer/Dryer in Unit, 24-hour maintenance, Availability 24 Hours, Barbecue, BBQ/Picnic Area, Bike Racks, Billiards Parlor, Free Weights, Granite Counters, Level 1 Patio, LIMITED TIME SPECIAL!, LVP Flooring, Mountain, Multi-purpose court, Off Street Parking, On-Site Maintenance",0,0,2125.0,1,1,1,1,1,1,0,0,1,0,0,0,0
"Raleigh Court - Large 2 BR Apt close to campus and the corner, 6 Month Sublet Jan 1 - May 31, 2026","10 University Circle, Charlottesville, VA 22903",0.1,https://offgroundshousing.student.virginia.edu/housing/property/raleigh-court-large-2-br-apt-close-to-campus-and-the-corner-6-month-sublet-jan-1-may-31-2026/ocptfxxph9,2.0,1.0,"Total Monthly Price
$2,170
3 Month Lease","1,000",,3 Month Lease,"Air Conditioning, Dishwasher, Fireplace, Furnished, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, International Student Friendly, Near Bus Stop, Laundry Room in Community",0,0,2170.0,1,0,1,0,1,0,1,1,0,1,0,0,0
Arlington Court Apartments - 1 Bedroom Available 2026-2027,"2432 Arlington Boulevard Apt. #C6, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/arlington-court-apartments-1-bedroom-available-2026-2027/ocpfsbwqes,1.0,1.0,"Total Monthly Price
$1,220
12 Month Lease",523,8/11/26,12 month lease,"Air Conditioning, Carpet, Smoke-Free, Laundry Room in Community, Near Bus Stop",0,0,1220.0,0,0,0,0,0,0,1,0,0,1,1,0,0
The Condos at Hessian Hills,"2404 Barracks Ct, Charlottesville, VA 22901",1.1,https://offgroundshousing.student.virginia.edu/housing/property/the-condos-at-hessian-hills/ocph4pcbk0,2.0,2.0,"Total Monthly Price
$1,900
6 Month Lease","1,100",Available Now,6 Month Lease,"Air Conditioning, Dishwasher, Furnished, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, Near Bus Stop, Pool, Washer/Dryer in Unit",0,0,1900.0,1,1,1,0,1,1,1,1,0,0,0,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,1.0,1.0,"Total Monthly Price
$1,425
12 Month Lease",600,6/23/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1425.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,1.0,1.0,"Total Monthly Price
$1,465
12 Month Lease",800,8/11/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1465.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,1.0,1.0,"Total Monthly Price
$1,480
12 Month Lease",600,8/10/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1480.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,1.0,1.0,"Total Monthly Price
$1,535
12 Month Lease",600,6/23/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1535.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,1.0,1.0,"Total Monthly Price
$1,570
12 Month Lease",600,8/19/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1570.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,1.0,1.0,"Total Monthly Price
$1,570
12 Month Lease",800,7/10/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1570.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,2.0,2.0,"Total Monthly Price
$1,735
12 Month Lease",950,7/1/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1735.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,2.0,2.0,"Total Monthly Price
$1,800
12 Month Lease",950,6/25/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1800.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,2.0,2.0,"Total Monthly Price
$1,805
12 Month Lease","1,100",6/30/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1805.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Ivy Garden,"100 Ivy Drive, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/ivy-garden/ocp6gynmss,2.0,2.0,"Total Monthly Price
$1,865
12 Month Lease",950,6/30/26,12 month lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Fitness Room, Near Bus Stop, Pool, Roommate Matching, Laundry Access, Laundry Room in Community, No Laundry in Unit",0,0,1865.0,1,0,1,1,1,1,1,0,0,1,1,0,0
Howard Drive Apartments / Utilities Included / UVA Location,"114 Howard Drive Apartment #2, CHARLOTTESVILLE, VA 22903",1.0,https://offgroundshousing.student.virginia.edu/housing/property/howard-drive-apartments-utilities-included-uva-location/ocp56dpxwm,2.0,2.0,"Total Monthly Price
$1,800
12 Month Lease","1,000",Available Now,12 Month Lease,"Fireplace, Hardwood Floors, Patio, Balcony, Porch or Deck, Smoke-Free, Laundry Access, Near Bus Stop",0,0,1800.0,0,0,1,0,0,0,1,0,0,0,0,0,0
Various 1 and 2 Bedroom Apartments Available on Grady Ave,"1500 Grady Avenue, Charlottesville, VA 22903",0.3,https://offgroundshousing.student.virginia.edu/housing/property/various-1-and-2-bedroom-apartments-available-on-grady-ave/ocp5svyhfp,,1.0,"Total Monthly Price
$1,075
12 Month Lease",,Available Now,12 month lease,"Air Conditioning, Carpet, Hardwood Floors, Smoke-Free, Laundry Room in Community, Near Bus Stop",0,0,1075.0,0,0,0,0,0,0,1,0,0,1,1,0,0
Various 1 and 2 Bedroom Apartments Available on Grady Ave,"1500 Grady Avenue, Charlottesville, VA 22903",0.3,https://offgroundshousing.student.virginia.edu/housing/property/various-1-and-2-bedroom-apartments-available-on-grady-ave/ocp5svyhfp,1.0,1.0,"Total Monthly Price
$1,135 - $1,275
12 Month Lease",,Available Now,12 month lease,"Air Conditioning, Carpet, Hardwood Floors, Smoke-Free, Laundry Room in Community, Near Bus Stop",0,0,1205.0,0,0,0,0,0,0,1,0,0,1,1,0,0
Various 1 and 2 Bedroom Apartments Available on Grady Ave,"1500 Grady Avenue, Charlottesville, VA 22903",0.3,https://offgroundshousing.student.virginia.edu/housing/property/various-1-and-2-bedroom-apartments-available-on-grady-ave/ocp5svyhfp,2.0,1.0,"Total Monthly Price
$1,445 - $1,550
12 Month Lease",,Available Now,12 month lease,"Air Conditioning, Carpet, Hardwood Floors, Smoke-Free, Laundry Room in Community, Near Bus Stop",0,0,1497.5,0,0,0,0,0,0,1,0,0,1,1,0,0
Various 1 and 2 Bedroom Apartments Available on Grady Ave,"1500 Grady Avenue, Charlottesville, VA 22903",0.3,https://offgroundshousing.student.virginia.edu/housing/property/various-1-and-2-bedroom-apartments-available-on-grady-ave/ocp5svyhfp,2.0,1.0,"Total Monthly Price
$1,470 - $1,600
12 Month Lease",,Available Now,12 month lease,"Air Conditioning, Carpet, Hardwood Floors, Smoke-Free, Laundry Room in Community, Near Bus Stop",0,0,1535.0,0,0,0,0,0,0,1,0,0,1,1,0,0
Short Rock Furnished w/ utilities Bedrooms in a house $800-950/month,,12.1,https://offgroundshousing.student.virginia.edu/housing/property/short-rock-furnished-w-utilities-bedrooms-in-a-house-800-950-month/ocpy050hcs,3.0,1.5,"Total Monthly Price
$800 - $1,000 / Bedroom
1 Month Lease","1,950",Available Now,1 Month Lease,"Air Conditioning, Furnished, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, Washer/Dryer in Unit",1,0,900.0,0,1,1,0,1,0,0,1,0,0,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,1.0,1.0,"$1,250
Plus Fees
12 Month Lease",513,3/31/26,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1250.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,1.0,1.0,"$1,260
Plus Fees
12 Month Lease",535,Not Available,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1260.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,1.0,1.0,"$1,299
Plus Fees
12 Month Lease",590,Not Available,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1299.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,1.0,1.0,"$1,305
Plus Fees
12 Month Lease",615,Not Available,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1305.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,1.0,1.0,"$1,365
Plus Fees
12 Month Lease",710,Not Available,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1365.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,2.0,1.0,"$1,700
Plus Fees
12 Month Lease",925,Available Now,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1700.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,2.0,1.0,"$1,585
Plus Fees
12 Month Lease",820,6/20/26,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1585.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,2.0,1.0,"$2,074
Plus Fees
12 Month Lease",700,Available Now,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,2074.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,2.0,1.0,"$1,455
Plus Fees
12 Month Lease",700,Not Available,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1455.0,0,0,1,1,1,1,0,0,0,1,0,0,0
University Heights,"250 Colonnade Dr, Charlottesville, VA 22903",0.4,https://offgroundshousing.student.virginia.edu/housing/property/university-heights/e0k536m,2.0,1.0,"$1,475
Plus Fees
12 Month Lease",715,Not Available,12 month lease,"Air Conditioning, Heat - Central, Heat - Floor/Wall, Heating, High-Speed Internet Available, Kitchen, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, Stove, Building Shuttle to campus, Fitness Room, Manager on Site, Near Shuttle to Campus, Pool, Property Manager On-Site, Laundry Access, Laundry Room in Community",0,0,1475.0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1 ensuite room in 4BR/4BA Eagles Landing condo—ideal for students, all-female unit, minutes to UVA,","197 Yellowstone Drive, Charlottesville, VA 22903",0.9,https://offgroundshousing.student.virginia.edu/housing/property/1-ensuite-room-in-4br-4ba-eagles-landing-condo-ideal-for-students-all-female-unit-minutes-to-uva/ocpjjnf8d6,1.0,1.0,"Total Monthly Price
$775 / Bedroom
12 Month Lease","1,408",6/1/26,"12 month lease, 2 Year, 9 month lease, Academic Year, Fall Sublet, Flexible/Other lease, Semester, Short-Term lease, Spring Sublet, Summer Sublet, Winter Sublet","Air Conditioning, Carpet, Disability Accessible, Dishwasher, Furnished, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, Fitness Room, Individual Leases, International Student Friendly, Near Bus Stop, Outdoor Rec Space, Pool, Tennis Court, Washer/Dryer in Unit",1,0,775.0,1,1,1,1,1,1,1,1,0,0,1,1,0
Shamrock Gardens (Available for 26-27 Year),,0.2,https://offgroundshousing.student.virginia.edu/housing/property/shamrock-gardens-available-for-26-27-year/ocpnm1pn6q,1.0,1.0,"$1,200
Plus Fees
12 Month Lease",,5/1/26,12 Month Lease,"Air Conditioning, Carpet, Hardwood Floors, High-Speed Internet Available, Smoke-Free, Individual Leases, Near Bus Stop, Laundry Access, Laundry Room in Community",0,0,1200.0,0,0,0,0,1,0,1,0,0,1,1,1,0
Shamrock Gardens (Available for 26-27 Year),,0.2,https://offgroundshousing.student.virginia.edu/housing/property/shamrock-gardens-available-for-26-27-year/ocpnm1pn6q,2.0,1.0,"$1,360
Plus Fees
12 Month Lease",,5/1/26,12 Month Lease,"Air Conditioning, Carpet, Hardwood Floors, High-Speed Internet Available, Smoke-Free, Individual Leases, Near Bus Stop, Laundry Access, Laundry Room in Community",0,0,1360.0,0,0,0,0,1,0,1,0,0,1,1,1,0
"1 bed, 1 bath unit steps from Scott Stadium","2307 Price Avenue, Charlottesville, VA 22903",0.2,https://offgroundshousing.student.virginia.edu/housing/property/1-bed-1-bath-unit-steps-from-scott-stadium/ocpeywhfrq,1.0,1.0,"Total Monthly Price
$2,320
11 Month Lease",650,Available Now,"9 month lease, Academic Year, Fall Sublet, Flexible/Other lease, Month-to-Month, Semester, Spring Sublet, Summer Sublet, Winter Sublet","Air Conditioning, Carpet, Dishwasher, Furnished, Hardwood Floors, High-Speed Internet Available, Laundry Access, Washer/Dryer in Unit",0,0,2320.0,1,1,0,0,1,0,0,1,0,0,1,0,0
29 Central at Stonefield,"2150 Bond St, Charlottesville, VA 22901",2.0,https://offgroundshousing.student.virginia.edu/housing/property/29-central-at-stonefield/8ls4yn3,,1.0,"$1,620
Plus Fees",616,Not Available,,"Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Garbage Disposal, Granite Countertops, Hardwood Floors, Heat - Central, Heat - Floor/Wall, Heating, Kitchen, Living Room, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, BBQ/BBQ Area, Business Center, Clubhouse, Conference Room, Elevator, Fitness Room, Full-time Maintenance Staff, Manager on Site, Property Manager On-Site, Washer/Dryer in Unit, 24-hour On-call Emergency Maintenance, Cafe, Central Mail Center, Electric Car Chargers, Friendly And Professional Onsite Mgmt., Fully-equipped Kitchens, Garage With Charging Stations, Key Pad, Large Windows, Maple Wood Cabinetry, Model Home to View, Package Receiving Area, Parking Deck, Private Patio/balcony, Stainless-steel Energy Eff. Appliances",0,0,1620.0,1,1,1,1,0,0,0,0,1,0,1,0,0
29 Central at Stonefield,"2150 Bond St, Charlottesville, VA 22901",2.0,https://offgroundshousing.student.virginia.edu/housing/property/29-central-at-stonefield/8ls4yn3,,1.0,"$1,720 - $1,750
Plus Fees",743,Not Available,,"Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Garbage Disposal, Granite Countertops, Hardwood Floors, Heat - Central, Heat - Floor/Wall, Heating, Kitchen, Living Room, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, BBQ/BBQ Area, Business Center, Clubhouse, Conference Room, Elevator, Fitness Room, Full-time Maintenance Staff, Manager on Site, Property Manager On-Site, Washer/Dryer in Unit, 24-hour On-call Emergency Maintenance, Cafe, Central Mail Center, Electric Car Chargers, Friendly And Professional Onsite Mgmt., Fully-equipped Kitchens, Garage With Charging Stations, Key Pad, Large Windows, Maple Wood Cabinetry, Model Home to View, Package Receiving Area, Parking Deck, Private Patio/balcony, Stainless-steel Energy Eff. Appliances",0,0,1735.0,1,1,1,1,0,0,0,0,1,0,1,0,0
